"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1076,"CELH","Celsius Holdings, Inc.","Consumer Goods","Beverages - Soft Drinks","USA",238.78,,4.10,-2.15%,33932
1077,"CELP","Cypress Energy Partners, L.P.","Basic Materials","Oil & Gas Equipment & Services","USA",90.48,12.96,7.74,1.71%,6277
1078,"CEM","ClearBridge Energy MLP Fund Inc.","Financial","Closed-End Fund - Equity","USA",1076.35,,15.13,2.02%,122494
1079,"CEMB","iShares JP Morgan EM Corporate Bond ETF","Financial","Exchange Traded Fund","USA",,,48.43,0.16%,13701
1080,"CEMI","Chembio Diagnostics, Inc.","Healthcare","Diagnostic Substances","USA",162.84,,11.50,0.00%,12650
1081,"CEN","Center Coast MLP & Infrastructure Fund","Financial","Closed-End Fund - Equity","USA",,,9.65,3.54%,421087
1082,"CENT","Central Garden & Pet Company","Consumer Goods","Food - Major Diversified","USA",2119.90,24.53,43.00,-1.17%,406510
1083,"CENTA","Central Garden & Pet Company","Basic Materials","Agricultural Chemicals","USA",1521.45,19.26,39.80,-1.17%,484328
1084,"CENX","Century Aluminum Company","Basic Materials","Aluminum","USA",1163.12,19.48,13.11,1.08%,3592176
1085,"CEO","CNOOC Limited","Basic Materials","Oil & Gas Drilling & Exploration","Hong Kong",72862.46,19.95,162.44,-1.04%,84619
1086,"CEPU","Central Puerto S.A.","Utilities","Electric Utilities","Argentina",17285.32,9.90,11.48,-0.86%,117364
1087,"CEQP","Crestwood Equity Partners LP","Basic Materials","Oil & Gas Pipelines","USA",2619.30,,36.45,0.55%,294204
1088,"CERC","Cerecor Inc.","Healthcare","Biotechnology","USA",150.46,7.76,4.54,2.95%,23542
1089,"CERN","Cerner Corporation","Technology","Healthcare Information Services","USA",20867.00,30.06,62.97,1.70%,2231957
1090,"CERS","Cerus Corporation","Healthcare","Biotechnology","USA",1016.21,,7.41,-0.80%,714358
1091,"CET","Central Securities Corp.","Financial","Asset Management","USA",721.91,4.24,28.50,0.18%,15347
1092,"CETV","Central European Media Enterprises Ltd.","Services","Broadcasting - TV","Bermuda",580.05,47.56,3.90,1.30%,59338
1093,"CETX","Cemtrex, Inc.","Industrial Goods","Industrial Equipment & Components","USA",24.42,7.36,2.03,-0.49%,30071
1094,"CETXP","Cemtrex, Inc.","Industrial Goods","Pollution & Treatment Controls","USA",38.65,16.53,3.95,-7.06%,5787
1095,"CEV","Eaton Vance California Municipal Income Trust","Financial","Asset Management","USA",81.74,17.00,11.44,0.52%,18790
1096,"CEVA","CEVA, Inc.","Technology","Semiconductor - Specialized","USA",707.98,66.99,31.55,4.82%,92353
1097,"CEW","WisdomTree Emerging Currency Strat ETF","Financial","Exchange Traded Fund","USA",,,18.64,-0.32%,569
1098,"CEY","VictoryShares Emerging Market High Div Volatility Wtd ETF","Financial","Exchange Traded Fund","USA",,,24.73,-0.27%,828
1099,"CEZ","VictoryShares Emerging Mkt Vol Wtd ETF","Financial","Exchange Traded Fund","USA",,,27.73,-1.25%,136
1100,"CF","CF Industries Holdings, Inc.","Basic Materials","Agricultural Chemicals","USA",11578.05,,49.50,12.17%,7275831
1101,"CFA","VictoryShares US 500 Volatility Wtd ETF","Financial","Exchange Traded Fund","USA",,,50.93,0.67%,33168
1102,"CFBK","Central Federal Corporation","Financial","Savings & Loans","USA",56.18,25.00,2.45,0.99%,22799
1103,"CFFI","C&F; Financial Corporation","Financial","Regional - Mid-Atlantic Banks","USA",220.98,17.80,61.90,2.15%,9939
1104,"CFFN","Capitol Federal Financial, Inc.","Financial","Savings & Loans","USA",1823.64,16.90,13.15,0.38%,219352
1105,"CFG","Citizens Financial Group, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",19641.42,13.38,40.29,0.93%,3406250
1106,"CFMS","Conformis, Inc.","Healthcare","Medical Instruments & Supplies","USA",63.01,,0.99,6.41%,703747
1107,"CFO","VictoryShares US 500 Enh Vol Wtd ETF","Financial","Exchange Traded Fund","USA",,,50.85,0.49%,56538
1108,"CFR","Cullen/Frost Bankers, Inc.","Financial","Regional - Southwest  Banks","USA",7429.34,18.24,114.28,1.50%,399839
1109,"CFRX","ContraFect Corporation","Healthcare","Biotechnology","USA",168.56,,2.00,-0.50%,78547
1110,"CFX","Colfax Corporation","Industrial Goods","Diversified Machinery","USA",3834.41,,31.52,-0.35%,472281
1111,"CG","The Carlyle Group L.P.","Financial","Asset Management","USA",8101.93,8.46,24.25,-1.82%,494950
1112,"CGA","China Green Agriculture, Inc.","Basic Materials","Agricultural Chemicals","China",42.85,1.74,1.11,-0.83%,53503
1113,"CGBD","TCG BDC, Inc.","Financial","Asset Management","USA",1113.75,11.76,17.88,0.34%,95147
1114,"CGC","Canopy Growth Corporation","Healthcare","Drug Manufacturers - Other","Canada",4436.50,,26.46,2.28%,1611384
1115,"CGEN","Compugen Ltd.","Healthcare","Biotechnology","Israel",196.86,,3.20,1.59%,113741
1116,"CGG","CGG","Basic Materials","Oil & Gas Equipment & Services","France",1851.62,,2.74,2.58%,6369
1117,"CGIX","Cancer Genetics, Inc.","Healthcare","Medical Laboratories & Research","USA",25.66,,0.93,-4.38%,34016
1118,"CGNX","Cognex Corporation","Technology","Scientific & Technical Instruments","USA",8883.66,32.58,51.83,1.19%,1308199
1119,"CGO","Calamos Global Total Return Fund","Financial","Closed-End Fund - Equity","USA",,,14.62,1.18%,15212
1120,"CGW","Invesco S&P; Global Water ETF","Financial","Exchange Traded Fund","USA",,,34.86,0.17%,25481
1121,"CHA","China Telecom Corporation Limited","Technology","Telecom Services - Foreign","China",37283.80,13.43,46.37,-0.88%,64726
1122,"CHAD","Direxion Dly CSI 300 Chn A Shr Br 1X ETF","Financial","Exchange Traded Fund","USA",,,37.10,2.00%,16409
1123,"CHAU","Direxion Dly CSI 300 CHN A Shr Bl 2X ETF","Financial","Exchange Traded Fund","USA",,,18.68,-4.35%,224552
1124,"CHCI","Comstock Holding Companies, Inc.","Industrial Goods","Residential Construction","USA",9.86,,2.56,-2.66%,5500
1125,"CHCO","City Holding Company","Financial","Regional - Mid-Atlantic Banks","USA",1239.01,18.30,81.46,0.49%,42478
1126,"CHCT","Community Healthcare Trust Incorporated","Financial","REIT - Healthcare Facilities","USA",564.56,114.23,30.50,0.93%,46622
1127,"CHD","Church & Dwight Co., Inc.","Consumer Goods","Cleaning Products","USA",13907.87,28.94,56.79,2.97%,3159515
1128,"CHDN","Churchill Downs Incorporated","Services","Gaming Activities","USA",4041.37,57.06,279.10,0.43%,65099
1129,"CHE","Chemed Corporation","Healthcare","Home Health Care","USA",5078.30,29.49,319.39,1.08%,105662
1130,"CHEF","The Chefs' Warehouse, Inc.","Services","Food Wholesale","USA",845.35,61.42,29.05,8.19%,374234
1131,"CHEK","Check-Cap Ltd.","Healthcare","Medical Laboratories & Research","Israel",17.27,,3.24,-8.47%,153824
1132,"CHEP","AGFiQ U.S. Market Neutral Value Fund","Financial","Exchange Traded Fund","USA",,,23.85,0.00%,0
1133,"CHFC","Chemical Financial Corporation","Financial","Regional - Midwest Banks","USA",4086.52,20.97,57.37,1.16%,298431
1134,"CHFN","Charter Financial Corporation","Financial","Regional - Mid-Atlantic Banks","USA",368.14,21.02,23.69,2.24%,33469
1135,"CHFS","CHF Solutions, Inc.","Healthcare","Medical Appliances & Equipment","USA",11.04,,1.64,-2.38%,44218
1136,"CHGG","Chegg, Inc.","Services","Education & Training Services","USA",3397.52,,27.97,-1.10%,1609645
1137,"CHGX","Change Finance US LgCp FossilFuel Fr ETF","Financial","Exchange Traded Fund","USA",,,19.71,0.10%,3414
1138,"CHH","Choice Hotels International, Inc.","Services","Lodging","USA",4542.79,29.81,79.35,1.73%,317916
1139,"CHI","Calamos Convertible Opportunities and Income Fund","Financial","Closed-End Fund - Debt","USA",,,12.17,-0.08%,179044
1140,"CHIE","Global X China Energy ETF","Financial","Exchange Traded Fund","USA",,,12.44,-4.60%,3
1141,"CHII","Global X China Industrials ETF","Financial","Exchange Traded Fund","USA",,,14.20,-0.97%,2792
1142,"CHIM","Global X China Materials ETF","Financial","Exchange Traded Fund","USA",,,18.67,-1.59%,1464
1143,"CHIQ","Global X China Consumer ETF","Financial","Exchange Traded Fund","USA",,,16.49,-1.55%,2576264
1144,"CHIX","Global X China Financials ETF","Financial","Exchange Traded Fund","USA",,,16.65,-1.54%,55762
1145,"CHK","Chesapeake Energy Corporation","Basic Materials","Independent Oil & Gas","USA",4021.08,4.30,4.41,-0.90%,16980121
1146,"CHKE","Cherokee Inc.","Services","Apparel Stores","USA",6.38,,0.46,9.07%,182621
1147,"CHKP","Check Point Software Technologies Ltd.","Technology","Security Software & Services","Israel",18500.27,22.57,113.11,1.02%,1310932
1148,"CHKR","Chesapeake Granite Wash Trust","Basic Materials","Independent Oil & Gas","USA",74.80,5.42,1.60,0.00%,32355
1149,"CHL","China Mobile Limited","Technology","Wireless Communications","Hong Kong",179648.66,10.75,44.21,-0.36%,729256
1150,"CHMA","Chiasma, Inc.","Healthcare","Biotechnology","USA",35.10,,1.35,-5.28%,88125
1151,"CHMG","Chemung Financial Corporation","Financial","Regional - Pacific Banks","USA",212.78,18.98,44.89,0.76%,9212
1152,"CHMI","Cherry Hill Mortgage Investment Corporation","Financial","REIT - Residential","USA",232.72,4.13,18.31,-0.05%,88060
1153,"CHN","The China Fund, Inc.","Financial","Closed-End Fund - Foreign","USA",322.48,3.88,20.13,-1.23%,12702
1154,"CHNR","China Natural Resources, Inc.","Basic Materials","Industrial Metals & Minerals","Hong Kong",50.97,,2.01,1.01%,5049
1155,"CHRA","Charah Solutions, Inc.","Industrial Goods","Waste Management","USA",261.88,21.63,7.96,13.23%,78565
1156,"CHRS","Coherus BioSciences, Inc.","Healthcare","Biotechnology","USA",1246.17,,18.05,-3.48%,299711
1157,"CHRW","C.H. Robinson Worldwide, Inc.","Services","Air Delivery & Freight Services","USA",13331.57,26.25,95.43,0.05%,1306540
1158,"CHS","Chico's FAS, Inc.","Services","Apparel Stores","USA",1155.09,13.04,8.76,0.92%,1900490
1159,"CHSCL","CHS Inc.","Consumer Goods","Farm Products","USA",,,27.64,0.36%,17741
1160,"CHSCM","CHS Inc.","Consumer Goods","Farm Products","USA",,,26.59,1.18%,14774
1161,"CHSCN","CHS Inc.","Consumer Goods","Farm Products","USA",,,27.79,1.09%,6216
1162,"CHSCO","CHS Inc.","Consumer Goods","Farm Products","USA",,,28.60,-0.17%,7810
1163,"CHSCP","CHS Inc.","Consumer Goods","Farm Products","USA",365.10,,29.64,-0.22%,5144
1164,"CHSP","Chesapeake Lodging Trust","Financial","REIT - Hotel/Motel","USA",2043.12,28.45,32.69,1.55%,163123
1165,"CHT","Chunghwa Telecom Co., Ltd.","Technology","Telecom Services - Domestic","Taiwan",26290.76,21.30,34.10,-0.99%,103825
1166,"CHTR","Charter Communications, Inc.","Services","CATV Systems","USA",67112.91,94.96,294.20,-2.40%,1059612
1167,"CHU","China Unicom (Hong Kong) Limited","Technology","Wireless Communications","Hong Kong",37233.91,48.26,12.21,-1.77%,294353
1168,"CHUY","Chuy's Holdings, Inc.","Services","Restaurants","USA",530.31,33.46,31.25,1.46%,59390
1169,"CHW","Calamos Global Dynamic Income Fund","Financial","Closed-End Fund - Equity","USA",,,9.11,0.55%,112667
1170,"CHY","Calamos Convertible and High Income Fund","Financial","Closed-End Fund - Debt","USA",942.51,13.61,12.92,-0.53%,145072
1171,"CI","Cigna Corporation","Healthcare","Health Care Plans","USA",46017.93,17.05,188.90,3.26%,5030580
1172,"CIA","Citizens, Inc.","Financial","Life Insurance","USA",401.63,,7.95,0.13%,34873
1173,"CIB","Bancolombia S.A.","Financial","Foreign Regional Banks","Colombia",10759.45,12.45,45.41,-2.41%,405268
1174,"CIBR","First Trust NASDAQ Cybersecurity ETF","Financial","Exchange Traded Fund","USA",,,26.62,2.27%,127609
1175,"CIC","Capitol Investment Corp. IV","Conglomerates","Conglomerates","USA",18.23,,9.87,0.20%,3000
1176,"CID","VictoryShares Intl Hi Div Vol Wtd ETF","Financial","Exchange Traded Fund","USA",,,34.43,-0.09%,800
1177,"CIDM","Cinedigm Corp.","Services","Entertainment - Diversified","USA",50.81,2.18,1.50,5.63%,5062
1178,"CIEN","Ciena Corporation","Technology","Communication Equipment","USA",3686.59,3.77,25.43,0.28%,1246394
1179,"CIF","MFS Intermediate High Income Fu","Financial","Closed-End Fund - Debt","USA",,,2.60,1.96%,672103
1180,"CIFS","China Internet Nationwide Financial Services Inc.","Financial","Credit Services","China",325.55,12.52,14.21,-0.07%,46994
1181,"CIG","Companhia Energetica de Minas Gerais","Utilities","Electric Utilities","Brazil",3182.18,9.06,2.12,0.00%,1932267
1182,"CIG-C","Companhia Energetica de Minas Gerais","Utilities","Diversified Utilities","Brazil",2365.57,9.49,1.88,-3.59%,4692
1183,"CIGI","Colliers International Group Inc.","Financial","Property Management","Canada",3117.33,47.52,81.35,-0.61%,40581
1184,"CII","BlackRock Enhanced Capital and Income Fund, Inc.","Financial","Closed-End Fund - Equity","USA",,,16.86,0.54%,62359
1185,"CIK","Credit Suisse Asset Management Income Fund, Inc.","Financial","Asset Management","USA",163.19,8.56,3.14,0.64%,201706
1186,"CIL","VictoryShares International Vol Wtd ETF","Financial","Exchange Traded Fund","USA",,,39.82,-0.82%,65
1187,"CIM","Chimera Investment Corporation","Financial","REIT - Diversified","USA",3511.38,6.30,18.85,-1.15%,1615907
1188,"CINF","Cincinnati Financial Corporation","Financial","Property & Casualty Insurance","USA",11830.81,39.30,75.25,0.00%,431579
1189,"CINR","Ciner Resources LP","Basic Materials","Industrial Metals & Minerals","USA",562.24,13.77,28.00,0.48%,7869
1190,"CIO","City Office REIT, Inc.","Financial","REIT - Office","Canada",465.01,9.77,12.65,-1.09%,186059
1191,"CIR","CIRCOR International, Inc.","Industrial Goods","Industrial Equipment & Components","USA",783.48,,43.43,-0.60%,120418
1192,"CISN","Cision Ltd.","Technology","Application Software","USA",2129.08,,15.70,1.88%,420134
1193,"CIT","CIT Group Inc.","Financial","Credit Services","USA",6805.66,19.56,53.47,0.09%,572324
1194,"CIU","iShares Intermediate Credit Bond ETF","Financial","Exchange Traded Fund","USA",,,106.69,0.00%,0
1195,"CIVB","Civista Bancshares, Inc.","Financial","Regional - Pacific Banks","USA",279.10,16.05,24.59,0.12%,15321
1196,"CIVI","Civitas Solutions, Inc.","Healthcare","Long-Term Care Facilities","USA",623.78,,16.80,2.75%,96081
1197,"CIX","CompX International Inc.","Services","Security & Protection Services","USA",160.91,13.24,12.70,-3.05%,4831
1198,"CIZ","VictoryShares Developed Enh Vol Wtd ETF","Financial","Exchange Traded Fund","USA",,,34.14,-0.41%,13592
1199,"CIZN","Citizens Holding Company","Financial","Regional - Northeast Banks","USA",115.40,17.49,23.60,1.48%,20
1200,"CJ","C&J; Energy Services, Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",1545.48,,24.30,6.53%,1341752
1201,"CJJD","China Jo-Jo Drugstores, Inc.","Services","Drug Stores","China",37.34,,1.26,-1.48%,3126
1202,"CJNK","SPDR ICE BofAML Crossover Corporate Bond ETF","Financial","Exchange Traded Fund","USA",,,25.43,-0.48%,4988
1203,"CKH","Seacor Holdings Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",951.58,16.83,51.66,-0.90%,112697
1204,"CKPT","Checkpoint Therapeutics, Inc.","Healthcare","Biotechnology","USA",88.59,,2.70,5.06%,50990
1205,"CKX","CKX Lands, Inc.","Financial","Property Management","USA",20.68,17.46,10.82,0.74%,30
1206,"CL","Colgate-Palmolive Company","Consumer Goods","Personal Products","USA",58613.11,25.17,67.24,1.76%,3607780
1207,"CLAR","Clarus Corporation","Consumer Goods","Sporting Goods","USA",281.61,,9.00,2.27%,70381
1208,"CLB","Core Laboratories N.V.","Basic Materials","Oil & Gas Equipment & Services","Netherlands",4988.06,53.16,111.84,-0.06%,252247
1209,"CLBS","Caladrius Biosciences, Inc.","Healthcare","Biotechnology","USA",52.02,3.05,5.11,0.20%,10611
1210,"CLCT","Collectors Universe Inc.","Services","Business Services","USA",122.88,18.59,13.40,-0.22%,23041
1211,"CLD","Cloud Peak Energy Inc.","Basic Materials","Industrial Metals & Minerals","USA",217.27,35.26,2.68,4.69%,676754
1212,"CLDC","China Lending Corporation","Financial","Credit Services","China",44.10,,1.75,8.02%,63203
1213,"CLDR","Cloudera, Inc.","Technology","Application Software","USA",2137.56,,13.94,0.00%,813617
1214,"CLDT","Chatham Lodging Trust","Financial","REIT - Hotel/Motel","USA",1022.54,32.65,21.91,1.34%,192324
1215,"CLDX","Celldex Therapeutics, Inc.","Healthcare","Biotechnology","USA",68.92,,0.44,0.14%,1614288
1216,"CLF","Cleveland-Cliffs Inc.","Basic Materials","Industrial Metals & Minerals","USA",3188.39,22.13,10.58,-0.56%,10423796
1217,"CLFD","Clearfield, Inc.","Technology","Communication Equipment","USA",167.53,76.45,13.15,-0.38%,33410
1218,"CLGN","CollPlant Holdings Ltd.","Healthcare","Biotechnology","Israel",705.23,,5.40,-14.15%,11352
1219,"CLGX","CoreLogic, Inc.","Technology","Processing Systems & Products","USA",4519.61,28.53,49.53,0.73%,260133
1220,"CLH","Clean Harbors, Inc.","Industrial Goods","Waste Management","USA",3485.76,220.00,62.48,-1.54%,727861
1221,"CLI","Mack-Cali Realty Corporation","Financial","REIT - Office","USA",1735.81,48.72,19.10,-2.80%,582744
1222,"CLIR","ClearSign Combustion Corporation","Industrial Goods","Pollution & Treatment Controls","USA",51.24,,1.90,1.33%,39010
1223,"CLIX","ProShares Long Online/Short Stores ETF","Financial","Exchange Traded Fund","USA",,,49.18,0.33%,10940
1224,"CLLS","Cellectis S.A.","Healthcare","Biotechnology","France",1246.89,,28.91,3.29%,200166
1225,"CLM","Cornerstone Strategic Value Fund, Inc.","Financial","Asset Management","USA",,,14.28,0.35%,467824
1226,"CLMT","Calumet Specialty Products Partners, L.P.","Basic Materials","Oil & Gas Refining & Marketing","USA",597.37,,7.75,0.65%,668574
1227,"CLNC","Colony Credit Real Estate, Inc.","Financial","REIT - Office","USA",2715.17,49.91,21.11,-0.33%,240130
1228,"CLNE","Clean Energy Fuels Corp.","Utilities","Gas Utilities","USA",581.88,,2.79,-0.36%,1003820
1229,"CLNY","Colony Capital, Inc.","Financial","REIT - Diversified","USA",3040.07,,6.15,-0.81%,1833855
1230,"CLPR","Clipper Realty Inc.","Financial","REIT - Diversified","USA",188.11,,10.55,0.19%,60714
1231,"CLPS","CLPS Incorporation","Technology","Information Technology Services","China",158.54,64.00,14.08,-6.38%,190103
1232,"CLR","Continental Resources, Inc.","Basic Materials","Independent Oil & Gas","USA",24017.19,77.78,63.62,1.39%,1191617
1233,"CLRB","Cellectar Biosciences, Inc.","Healthcare","Biotechnology","USA",100.45,,3.19,-1.85%,116934
1234,"CLRG","IQ Chaikin US Large Cap ETF","Financial","Exchange Traded Fund","USA",,,25.92,-0.12%,68471
1235,"CLRO","ClearOne, Inc.","Technology","Communication Equipment","USA",27.00,,3.40,-1.45%,537
1236,"CLS","Celestica Inc.","Technology","Printed Circuit Boards","Canada",1746.76,17.36,11.75,-2.08%,379143
1237,"CLSD","Clearside Biomedical, Inc.","Healthcare","Biotechnology","USA",283.01,,8.17,-0.97%,282789
1238,"CLSN","Celsion Corporation","Healthcare","Biotechnology","USA",53.70,,2.84,5.19%,174730
1239,"CLTL","Invesco Treasury Collateral ETF","Financial","Exchange Traded Fund","USA",,,106.30,0.01%,1758
1240,"CLUB","Town Sports International Holdings, Inc.","Services","Sporting Activities","USA",359.30,42.27,9.98,-1.24%,185882
1241,"CLVS","Clovis Oncology, Inc.","Healthcare","Biotechnology","USA",2117.99,,41.11,-10.65%,3218858
1242,"CLW","Clearwater Paper Corporation","Consumer Goods","Paper & Paper Products","USA",416.44,19.25,25.30,12.69%,470180
